省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,溶解氧类别,高锰酸钾,高锰酸钾类别,氨氮,氨氮类别,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-07-12 04:00:00,Ⅳ,19.73,7.65,-,4.878,-,1.782,-,0.0462,-,0.0844,3.122,338.674,40.334,,,正常
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-07-12 04:00:00,Ⅱ,27.1366,7.68,-,7.27,-,2.5328,-,0.109,-,0.039,5.026,641,50.3,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-07-12 04:00:00,Ⅱ,21.975,7.465,-,8.399,-,2.48,-,0.025,-,0.0332,3.142,218.91,7.91,0.0332,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-07-12 04:00:00,Ⅳ,22.86,7.707,-,5.87,-,6.39,-,0.025,-,0.252,17.736,1017.31,41.63,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-07-12 04:00:00,Ⅲ,27.02,7.675,-,6.569,-,3.981,-,0.1957,-,0.1216,4.452,455.96,51.04,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-07-12 04:00:00,Ⅲ,27.43,7.513,-,5.01,-,3.89,-,0.06,-,0.171,2.897,566.38,31.93,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-07-12 04:00:00,Ⅱ,26.49,7.808,-,7.955,-,3.1,-,0.025,-,0.067,4.076,423.478,33.025,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-07-12 04:00:00,Ⅳ,20.125,7.555,-,7.03,-,6.14,-,0.195,-,0.099,3.19,334.3,111.5,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-07-12 04:00:00,Ⅱ,22.82,7.453,-,6.171,-,2.31,-,0.025,-,0.08,4.078,414.693,28.862,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-07-12 04:00:00,Ⅱ,20.24,7.5,-,6.88,-,2.765,-,0.051,-,0.0409,3.582,259.59,15.03,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-07-12 04:00:00,Ⅱ,19.35,7.7466,-,8.3097,-,1.203,-,0.025,-,0.0362,3.5111,529.492,68.2051,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-07-12 04:00:00,Ⅲ,22.19,7.166,-,6.441,-,3.95,-,0.025,-,0.114,8.212,328.7,74.6,,,正常
辽宁省,丹东市,鸭绿江,辽河流域,江桥,2022-07-12 04:00:00,Ⅱ,20.71,7.57,-,6.829,-,1.9544,-,0.1743,-,0.0961,3.4965,183.86,23.47,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-07-12 04:00:00,劣Ⅴ,23.67,6.36264,-,0.076,-,3.056,-,1.2613,-,0.0894,6.805,603.467,1.38129,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-07-12 04:00:00,Ⅲ,21.01,7.923,-,7.72,-,5.26,-,0.025,-,0.188,6.244,266.2,85.9,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-07-12 04:00:00,Ⅳ,25.91,7.5,-,4.94,-,6.14,-,0.051,-,0.232,3.556,386.3,200.52,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-07-12 04:00:00,Ⅳ,25.7936,7.36219,-,5.50612,-,4.311,-,0.0797,-,0.2799,6.802,609.331,25.1485,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-07-12 04:00:00,Ⅳ,26.53,7.76,-,4.49,-,2.98,-,0.067,-,0.098,4.943,703.2,71.5,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-07-12 04:00:00,Ⅲ,24.75,7.641,-,7.34,-,3.05,-,0.025,-,0.183,8.137,638.659,22.257,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-07-12 04:00:00,Ⅳ,24.97,6.93989,-,3.6236,-,3.21092,-,0.0309,-,0.08742,4.17193,175.385,8.80129,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-07-12 04:00:00,Ⅱ,23.61,7.02944,-,7.19351,-,3.30539,-,0.05198,-,0.03837,5.64728,200.4538,16.80302,,,正常
辽宁省,辽阳市,太子河,辽河流域,葠窝坝下,2022-07-12 04:00:00,Ⅱ,31.021,7.686,-,8.51,-,2.76,-,0.025,-,0.057,3.618,0.5,2103.3,,,正常
辽宁省,锦州市,大凌河,辽河流域,西八千,2022-07-12 04:00:00,Ⅳ,27.004,8.558,-,6.948,-,5.302,-,0.025,-,0.293,7.269,657.039,334.314,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-07-12 04:00:00,Ⅳ,26.94,7.414,-,4.78,-,7.927,-,0.067,-,0.213,5.751,387.96,240.85,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-07-12 04:00:00,Ⅳ,26.4698,7.10274,-,3.43162,-,3.453,-,0.088,-,0.1446,3.154,357.575,23.735,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-07-12 08:00:00,Ⅳ,27.65,7.529,-,3.891,-,6.54,-,0.035,-,0.161,1.145,725.26,9.911,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-07-12 08:00:00,劣Ⅴ,26.3,9.68663,-,18.0122,-,2.37126,-,0.04037,-,0.04802,2.18159,120.808,6.97066,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-07-12 08:00:00,Ⅳ,25.99283,7.51312,-,5.33248,-,5.05845,-,0.13874,-,0.20017,7.72346,514.3246,22.74925,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-07-12 08:00:00,Ⅱ,21.74,7.8214,-,7.965,-,1.701,-,0.025,-,0.0551,7.324,407.79,31.455,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-07-12 08:00:00,Ⅲ,18.19,7.15,-,9.3,-,4.24,-,0.025,-,0.091,4.957,292.7,123.7,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-07-12 08:00:00,Ⅱ,23.54,7.92,-,7.956,-,3.232,-,0.025,-,0.0975,3.813,264,20.4,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-07-12 08:00:00,Ⅲ,21.99,7.442,-,5.474,-,3.452,-,0.082,-,0.092,5.587,660.95,4.786,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-07-12 08:00:00,劣Ⅴ,27.94,7.214,-,1.6,-,7.038,-,0.039,-,0.173,2.765,484.144,28.93,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-07-12 08:00:00,Ⅲ,19.04,7.933,-,9.2,-,4.23,-,0.025,-,0.0358,2.521,487.2,10.49,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-07-12 08:00:00,Ⅲ,21.78,7.487,-,8.682,-,5.121,-,0.042,-,0.1007,2.792,430.238,31.343,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-07-12 08:00:00,Ⅱ,16.91,7.642,-,7.577,-,2.462,-,0.028,-,0.0619,3.727,298.8,17.5,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-07-12 08:00:00,Ⅱ,18.84,7.0807,-,8.214,-,2.257,-,0.025,-,0.0458,3.478,225,13.466,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-07-12 08:00:00,Ⅳ,19.79,7.54,-,4.201,-,1.65,-,0.0326,-,0.0762,2.971,338.278,27.153,,,正常
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-07-12 08:00:00,Ⅱ,26.587,7.66,-,7.91,-,2.78,-,0.08,-,0.04,5.272,640.3,49.7,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-07-12 08:00:00,Ⅱ,22.422,7.646,-,8.462,-,2.452,-,0.025,-,0.0324,3.044,218.43,4.278,0.03385,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-07-12 08:00:00,Ⅳ,22.38,7.782,-,7.35,-,6.26,-,0.025,-,0.228,18.489,1033.31,36.616,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-07-12 08:00:00,Ⅲ,26.82,7.615,-,5.828,-,3.802,-,0.2277,-,0.1192,4.546,458.01,55.312,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-07-12 08:00:00,Ⅲ,27.44,7.538,-,5.08,-,3.77,-,0.035,-,0.1608,2.881,561.85,29.46,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-07-12 08:00:00,Ⅱ,26.49,7.693,-,7.467,-,3.28,-,0.025,-,0.062,3.708,396.865,33.938,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-07-12 08:00:00,Ⅲ,19.934,7.553,-,7.07,-,5.6,-,0.26,-,0.105,3.085,329.5,107.3,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-07-12 08:00:00,Ⅱ,22.75,7.421,-,6.243,-,2.11,-,0.025,-,0.071,4.215,415.038,26.309,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-07-12 08:00:00,Ⅱ,20.27,7.54,-,7.01,-,2.7938,-,0.0313,-,0.0391,3.495,261.09,13.07,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-07-12 08:00:00,Ⅱ,19.22,7.815,-,8.788,-,0.942,-,0.025,-,0.0296,3.5192,530.718,32.8191,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-07-12 08:00:00,Ⅲ,22.68,7.158,-,6.331,-,3.73,-,0.025,-,0.109,8.325,334.2,67.6,,,正常
辽宁省,丹东市,鸭绿江,辽河流域,江桥,2022-07-12 08:00:00,Ⅱ,20.74,7.63,-,7.148,-,1.7321,-,0.1576,-,0.0789,3.4966,186.35,17.16,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-07-12 08:00:00,劣Ⅴ,23.68,6.36721,-,0.07,-,2.509,-,1.2701,-,0.0875,6.473,603.147,1.27232,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-07-12 08:00:00,Ⅲ,20.7793,7.9242,-,7.8805,-,5.24,-,0.025,-,0.197,6.306,264.318,86.0916,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-07-12 08:00:00,Ⅳ,25.8,7.52,-,4.94,-,5.82,-,0.052,-,0.213,3.607,386.9,176.19,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-07-12 08:00:00,Ⅳ,25.438,7.33161,-,5.52522,-,4.287,-,0.0778,-,0.2752,6.626,614.852,20.6236,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-07-12 08:00:00,Ⅲ,26.11,7.73,-,5.11,-,3.59,-,0.067,-,0.117,4.7569,698.8,110.5,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-07-12 08:00:00,Ⅲ,24.87,7.641,-,7.262,-,3.1,-,0.025,-,0.177,8.264,638.499,19.115,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-07-12 08:00:00,Ⅳ,24.96,7.01985,-,4.82826,-,2.93262,-,0.06711,-,0.09464,4.82745,175.9692,10.85511,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-07-12 08:00:00,Ⅱ,23.54,7.17039,-,8.20421,-,2.8024,-,0.04798,-,0.03874,5.63668,195.7552,16.76702,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-07-12 08:00:00,Ⅳ,26.95,7.44,-,5,-,7.239,-,0.06,-,0.193,5.632,396.46,187.27,,,正常
辽宁省,抚顺市,章党河,辽河流域,阿及堡,2022-07-12 08:00:00,-3,25.65,8.61,-,8.439,-,1.607,-,,-,0.005,9.829,,1.14,,,维护
辽宁省,大连市,大沙河,辽河流域,麦家,2022-07-12 08:00:00,Ⅳ,26.3932,7.09888,-,3.40311,-,3.539,-,0.0957,-,0.1552,3.143,361.618,24.7619,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-07-12 12:00:00,Ⅳ,28.13,7.652,-,6.007,-,7.6,-,0.025,-,0.159,1.1,707.625,8.979,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-07-12 12:00:00,劣Ⅴ,26.42,9.73797,-,18.1934,-,2.61677,-,0.04303,-,0.04825,2.08012,121.392,8.59922,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-07-12 12:00:00,Ⅲ,26.16324,7.55565,-,5.62126,-,4.16908,-,0.11041,-,0.18254,6.98131,513.5594,17.65975,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-07-12 12:00:00,Ⅱ,22.48,7.9348,-,9.049,-,1.748,-,0.025,-,0.0529,7.338,409.184,33.284,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-07-12 12:00:00,Ⅲ,18.57,7.168,-,9.32,-,4.29,-,0.025,-,0.091,5.019,293.37,118.24,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-07-12 12:00:00,Ⅲ,23.19,7.475,-,6.627,-,3.56,-,0.061,-,0.105,5.491,668.573,7.296,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-07-12 12:00:00,Ⅳ,29.13,7.336,-,3.35,-,7.007,-,0.025,-,0.172,2.846,489.922,28.36,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-07-12 12:00:00,Ⅱ,19.77,8.037,-,10.36,-,3.12,-,0.025,-,0.0362,2.504,492,9.72,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-07-12 12:00:00,Ⅲ,23.58,7.558,-,8.924,-,5.291,-,0.036,-,0.1016,2.707,430.591,32.98,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-07-12 12:00:00,Ⅱ,16.96,7.63,-,7.195,-,2.55,-,0.0379,-,0.0628,3.86,316.7,14.8,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-07-12 12:00:00,Ⅱ,19.42,7.1812,-,8.754,-,2.312,-,0.025,-,0.0414,3.391,224.92,12.016,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-07-12 12:00:00,Ⅱ,20.93,7.151,-,7.898,-,1.558,-,0.025,-,0.0723,2.806,1.932,0.777,,,正常
辽宁省,抚顺市,浑河清原段,辽河流域,北杂木,2022-07-12 12:00:00,-3,25.79,7.42,-,7.97,-,,-,0.025,-,0.005,,,39.59,,,维护
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-07-12 12:00:00,Ⅱ,26.642,7.71,-,9.35,-,2.44,-,0.069,-,0.043,5.163,644.7,45.7,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-07-12 12:00:00,Ⅱ,22.363,7.702,-,8.573,-,2.485,-,0.025,-,0.0365,3.059,217.158,11.276,0.03929,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-07-12 12:00:00,Ⅳ,23.46,7.91,-,8.53,-,6.99,-,0.025,-,0.215,17.896,1034.97,35.979,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-07-12 12:00:00,-3,26.68,7.678,-,6.665,-,3.802,-,,-,0.005,4.546,458.57,54.848,,,维护
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-07-12 12:00:00,Ⅲ,27.89,7.632,-,5.97,-,3.91,-,0.025,-,0.1516,2.856,559.48,29.62,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-07-12 12:00:00,Ⅱ,26.57,7.835,-,8.268,-,3.57,-,0.025,-,0.067,4.27,399.868,32.376,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-07-12 12:00:00,Ⅲ,19.953,7.562,-,7.22,-,5.41,-,0.2645,-,0.104,3.28,325.9,105.2,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-07-12 12:00:00,Ⅱ,22.75,7.489,-,6.774,-,2.08,-,0.025,-,0.069,4.005,412.944,26.622,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-07-12 12:00:00,Ⅱ,21.43,7.6,-,7.23,-,2.762,-,0.0271,-,0.0438,3.529,262.63,14.33,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-07-12 12:00:00,Ⅱ,20.09,7.9168,-,9.1998,-,0.6179,-,0.025,-,0.0265,3.4777,536.462,22.287,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-07-12 12:00:00,Ⅲ,24.61,7.184,-,6.987,-,4.27,-,0.025,-,0.115,8.098,322.3,64.6,,,正常
辽宁省,丹东市,鸭绿江,辽河流域,江桥,2022-07-12 12:00:00,Ⅱ,20.63,7.63,-,7.24,-,1.7176,-,0.1708,-,0.0732,3.5282,187.56,18.53,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-07-12 12:00:00,劣Ⅴ,23.63,6.36419,-,0.076,-,2.559,-,1.2638,-,0.0855,6.625,602.416,1.28038,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-07-12 12:00:00,Ⅲ,20.803,7.927,-,7.96,-,5.32,-,0.025,-,0.2,6.238,262.5,90.6,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-07-12 12:00:00,Ⅳ,26.58,7.55,-,5.28,-,5.89,-,0.047,-,0.219,3.636,387.3,165.21,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-07-12 12:00:00,Ⅳ,26.1083,7.43559,-,7.12096,-,4.198,-,0.053,-,0.2698,6.606,619.004,20.7629,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-07-12 12:00:00,Ⅳ,27.4567,7.6166,-,3.9944,-,4.02,-,0.1631,-,0.187,4.808,670.736,257.138,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-07-12 12:00:00,Ⅲ,25.36,7.685,-,7.534,-,3,-,0.025,-,0.175,8.297,644.826,16.345,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-07-12 12:00:00,Ⅱ,26.06,7.52135,-,8.42652,-,2.70091,-,0.02938,-,0.0792,4.87773,182.1276,11.56382,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-07-12 12:00:00,Ⅱ,24.63,7.51951,-,9.71898,-,2.8024,-,0.05424,-,0.04174,5.59306,205.7625,15.77332,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-07-12 12:00:00,Ⅳ,28.4,7.481,-,5.39,-,7.914,-,0.035,-,0.215,5.973,414.73,277.16,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-07-12 12:00:00,Ⅳ,26.9038,7.18609,-,4.45033,-,3.51,-,0.0914,-,0.1498,3.073,364.144,24.9284,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-07-12 16:00:00,Ⅳ,28.25,7.708,-,6.731,-,6.47,-,0.025,-,0.163,1.223,689.294,9.989,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-07-12 16:00:00,劣Ⅴ,26.57,9.75579,-,17.3946,-,2.61976,-,0.04395,-,0.04535,2.03863,121.803,8.74272,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-07-12 16:00:00,Ⅳ,25.98859,7.48115,-,5.06769,-,5.14965,-,0.1549,-,0.21273,7.9495,520.0848,23.91035,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-07-12 16:00:00,Ⅱ,23.42,7.9873,-,8.799,-,1.858,-,0.025,-,0.0578,7.337,410.293,33.754,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-07-12 16:00:00,Ⅲ,18.43,7.154,-,9.3,-,4.42,-,0.026,-,0.094,4.998,289.55,124.86,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-07-12 16:00:00,Ⅲ,24.07,7.91,-,8.077,-,3.4963,-,0.025,-,0.1035,3.845,269.3,18.6,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-07-12 16:00:00,Ⅲ,23.45,7.507,-,7.075,-,4.039,-,0.062,-,0.106,6.179,683.268,7.509,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-07-12 16:00:00,Ⅳ,29.86,7.462,-,4.56,-,7.12,-,0.025,-,0.173,2.934,491.251,27.87,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2022-07-12 16:00:00,Ⅱ,19.29,7.958,-,9.33,-,3.42,-,0.025,-,0.0376,2.492,488.9,11.11,,,正常
辽宁省,沈阳市,蒲河,辽河流域,兴国桥,2022-07-12 16:00:00,Ⅲ,22.78,7.511,-,8.624,-,5.189,-,0.028,-,0.0938,2.947,423.386,30.803,,,正常
辽宁省,本溪市,太子河,辽河流域,兴安,2022-07-12 16:00:00,Ⅱ,17,7.607,-,8.157,-,2.423,-,0.0446,-,0.0646,3.905,314.4,25,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2022-07-12 16:00:00,Ⅱ,20.41,7.2521,-,8.734,-,2.345,-,0.025,-,0.0444,3.273,222.1,10.031,,,正常
辽宁省,鞍山市,太子河,辽河流域,刘家台,2022-07-12 16:00:00,Ⅱ,20.02,7.08,-,7.893,-,1.669,-,0.0299,-,0.0837,2.69,333.306,1.426,,,正常
辽宁省,朝阳市,大凌河,辽河流域,南大桥,2022-07-12 16:00:00,Ⅱ,26.56,7.77,-,9.96,-,2.44,-,0.076,-,0.049,5.173,644.7,45,,,正常
辽宁省,抚顺市,浑河,辽河流域,大伙房水库,2022-07-12 16:00:00,Ⅱ,22.375,7.731,-,8.632,-,2.503,-,0.025,-,0.0357,3.138,217.1,5.4,0.09459,,正常
辽宁省,朝阳市,大凌河西支,辽河流域,大凌河西支入河口,2022-07-12 16:00:00,Ⅳ,23.46,7.976,-,8.4,-,7.58,-,0.025,-,0.206,17.411,994.58,46.024,,,正常
辽宁省,营口市,大清河,辽河流域,大清河口,2022-07-12 16:00:00,Ⅲ,26.3,7.666,-,6.58,-,3.893,-,0.4174,-,0.1223,5.24,457.53,51.39,,,正常
辽宁省,锦州市,女儿河,辽河流域,女儿河入河口,2022-07-12 16:00:00,Ⅲ,27.91,7.675,-,6.91,-,3.88,-,0.025,-,0.1471,2.707,559.01,30.13,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,孤家子,2022-07-12 16:00:00,Ⅱ,26.45,7.884,-,8.33,-,3.64,-,0.025,-,0.075,4.136,396.428,39.257,,,正常
辽宁省,鞍山市,太子河,辽河流域,小姐庙,2022-07-12 16:00:00,Ⅲ,20.003,7.575,-,7.18,-,5.9,-,0.21,-,0.105,3.213,324.5,109.2,,,正常
辽宁省,葫芦岛市,六股河,辽河流域,小渔场,2022-07-12 16:00:00,Ⅱ,22.76,7.58,-,7.087,-,2.49,-,0.025,-,0.07,4.109,412.558,24.882,,,正常
辽宁省,抚顺市,浑河,辽河流域,戈布桥,2022-07-12 16:00:00,Ⅱ,22.0726,7.6527,-,7.2144,-,2.7587,-,0.0271,-,0.0443,3.248,256.5521,16.1527,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2022-07-12 16:00:00,Ⅱ,21.05,7.9462,-,9.0813,-,0.6717,-,0.025,-,0.0254,3.4578,536.647,20.0807,,,正常
辽宁省,铁岭市,柴河,辽河流域,柴河水库入库口,2022-07-12 16:00:00,Ⅱ,25.93,7.346,-,8.542,-,3.75,-,0.025,-,0.097,8.224,326.8,45.8,,,正常
辽宁省,丹东市,鸭绿江,辽河流域,江桥,2022-07-12 16:00:00,Ⅱ,20.9,7.64,-,7.265,-,1.4873,-,0.1406,-,0.0728,3.6381,190.82,15.54,,,正常
辽宁省,辽阳市,北沙河,辽河流域,河洪桥,2022-07-12 16:00:00,劣Ⅴ,23.69,6.37197,-,0.077,-,2.418,-,1.2394,-,0.0917,6.663,602.68,1.0737,,,正常
辽宁省,铁岭市,清河,辽河流域,清辽,2022-07-12 16:00:00,Ⅳ,21.276,7.938,-,7.89,-,5.58,-,0.025,-,0.201,6.119,262.4,87.5,,,正常
辽宁省,铁岭市,辽河,辽河流域,珠尔山,2022-07-12 16:00:00,Ⅳ,26.98,7.57,-,5.48,-,5.78,-,0.031,-,0.218,3.659,386.6,165.84,,,正常
辽宁省,大连市,登沙河,辽河流域,登化,2022-07-12 16:00:00,Ⅳ,26.1947,7.48776,-,7.46471,-,4.234,-,0.0561,-,0.2723,6.596,618.61,26.1855,,,正常
辽宁省,朝阳市,大凌河,辽河流域,章吉营,2022-07-12 16:00:00,Ⅳ,27.81,7.71,-,4.57,-,4.04,-,0.105,-,0.172,4.7058,670.9,233.8,,,正常
辽宁省,葫芦岛市,兴城河,辽河流域,红石碑入海前,2022-07-12 16:00:00,Ⅲ,25.48,7.694,-,7.568,-,2.91,-,0.025,-,0.174,8.136,648.031,16.519,,,正常
辽宁省,大连市,英那河,辽河流域,英那河入海口,2022-07-12 16:00:00,Ⅱ,25.78,7.70579,-,8.93834,-,2.19019,-,0.025,-,0.06199,4.78465,177.3977,9.46098,,,正常
辽宁省,营口市,碧流河,辽河流域,茧场,2022-07-12 16:00:00,Ⅱ,24.69,7.55306,-,9.16738,-,2.60479,-,0.09933,-,0.04293,5.86977,214.8407,17.83423,,,正常
辽宁省,铁岭市,招苏台河,辽河流域,通江口,2022-07-12 16:00:00,Ⅳ,29.6,7.511,-,5.69,-,8.113,-,0.046,-,0.226,6.234,428.28,273.07,,,正常
辽宁省,大连市,大沙河,辽河流域,麦家,2022-07-12 16:00:00,Ⅳ,26.7022,7.22196,-,4.66237,-,3.363,-,0.0876,-,0.152,3.156,367.894,26.156,,,正常
辽宁省,盘锦市,小柳河,辽河流域,丁家柳河桥,2022-07-12 20:00:00,Ⅳ,28.13,7.651,-,5.433,-,6.07,-,0.027,-,0.158,1.209,675.263,9.629,,,正常
辽宁省,大连市,英那河,辽河流域,万泰,2022-07-12 20:00:00,劣Ⅴ,26.08,9.62352,-,14.1765,-,2.32335,-,0.04854,-,0.0407,2.00926,120.619,8.07836,,,正常
辽宁省,大连市,复州河,辽河流域,三台子,2022-07-12 20:00:00,Ⅳ,25.97303,7.59228,-,5.43234,-,4.91899,-,0.13904,-,0.2028,7.94146,518.1077,21.57689,,,正常
辽宁省,辽阳市,下达河,辽河流域,下达河入汤河水库口,2022-07-12 20:00:00,Ⅱ,23.31,7.9097,-,7.348,-,1.841,-,0.025,-,0.0558,7.373,411.242,33.033,,,正常
辽宁省,铁岭市,柴河,辽河流域,东大桥,2022-07-12 20:00:00,Ⅲ,18.23,7.134,-,9.29,-,4.43,-,0.025,-,0.096,5.004,285.97,125.32,,,正常
辽宁省,沈阳市,浑河,辽河流域,东陵大桥,2022-07-12 20:00:00,Ⅱ,24.58,7.949,-,7.993,-,3.2539,-,0.025,-,0.0952,3.749,269.2,16.6,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2022-07-12 20:00:00,Ⅲ,22.84,7.465,-,5.937,-,3.862,-,0.118,-,0.107,6.124,673.033,7.44,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2022-07-12 20:00:00,Ⅳ,29.5,7.355,-,3.15,-,6.938,-,0.0295,-,0.175,2.811,491.594,28.95,,,正常
